"Cluster","RA","DEC","GLON","GLAT","r50","agenn","dmnn","distpc","pmRA*","e_pmRA*","pmDE","e_pmDE","plx","e_plx","nb","nbB0","nbB2","nbB4","SimbadName","_RA_icrs","_DE_icrs"
"UBC_374",305.698,38.939,77.136,1.044,0.112,9.11,11.07,1637,-0.69,0.045,-3.055,0.064,0.633,0.02,44,0,15,38," ",305.698,38.939
"Feibelman_1",304.417,38.03,75.811,1.337,0.034,8.14,12.98,3944,-3.19,0.05,-4.99,0.026,0.263,0.014,30,8,25,30,"Name Feibelman 1",304.417,38.03
"Berkeley_86",305.084,38.688,76.65,1.276,0.07,7.04,11.05,1621,-3.482,0.067,-5.416,0.044,0.564,0.022,23,4,14,22,"Cl Berkeley 86",305.084,38.688
"Dolidze_5",305.025,39.331,77.154,1.678,0.086,7.8,11.51,2001,-1.913,0.076,-5.412,0.092,0.451,0.037,135,7,38,109,"Cl Dolidze 5",305.025,39.331
"UBC_372",302.375,38.291,75.14,2.817,0.031,8.06,12.55,3230,-2.6,0.044,-4.89,0.046,0.279,0.016,39,3,30,40," ",302.375,38.291
"Gulliver_31",301.912,38.232,74.896,3.094,0.077,8.16,11.98,2493,-1.451,0.063,-3.181,0.061,0.389,0.023,44,5,22,45,"Cl Gulliver 31",301.912,38.232
"UBC_375",304.574,40.063,77.595,2.378,0.131,8.03,11.08,1646,-3.441,0.083,-5.24,0.136,0.568,0.011,32,3,15,32," ",304.574,40.063
"Collinder_419",304.534,40.732,78.1,2.777,0.058,7.29,10.01,1003,-2.712,0.187,-6.387,0.183,0.974,0.043,48,4,9,14,"Cl Collinder 419",304.534,40.732
"UBC_587",311.587,43.69,83.588,0.308,0.106,7.16,12.19,2735,-2.846,0.045,-4.852,0.115,0.291,0.028,26,13,25,26," ",311.587,43.69
"UPK_126",311.768,43.816,83.763,0.292,0.081,7.13,9.51,796,-1.536,0.151,-2.085,0.243,1.196,0.068,34,1,6,9," ",311.768,43.816
"Roslund_6",307.185,39.798,78.495,0.585,1.004,7.95,7.88,375,5.967,0.289,2.159,0.24,2.836,0.06,242,2,20,60,"Cl Roslund 6",307.185,39.798
"UBC_585",307,40.548,79.011,1.152,0.071,8.08,11,1585,-2.854,0.063,-5.549,0.053,0.679,0.013,18,2,11,17," ",307,40.548
"NGC_6910",305.797,40.771,78.675,2.011,0.089,7.13,11.19,1729,-3.407,0.106,-5.43,0.12,0.574,0.023,126,27,69,116,"NGC 6910",305.797,40.771
"FSR_0238",308.693,41.417,80.477,0.62,0.039,7.87,10.92,1526,-2.832,0.124,-4.596,0.084,0.588,0.054,29,1,9,28,"[FSR2007] 0238",308.693,41.417
"Collinder_421",305.829,41.701,79.453,2.523,0.143,8.37,10.42,1214,-3.641,0.103,-8.361,0.1,0.823,0.026,158,5,36,82,"Cl Collinder 421",305.829,41.701
"UBC_584",304.213,41.983,79.008,3.675,0.035,7.15,11.12,1674,-3.679,0.107,-4.179,0.077,0.563,0.017,15,2,10,15," ",304.213,41.983
"Dolidze_8",306.129,42.3,80.072,2.684,0.083,7.19,10.11,1053,-2.501,0.169,-6.123,0.129,1.014,0.034,39,4,9,14,"Cl Dolidze 8",306.129,42.3
"UPK_119",308.572,43.326,81.987,1.872,0.197,9.19,9.42,765,-0.595,0.055,-1.993,0.072,1.285,0.017,24,0,1,7," ",308.572,43.326
"UBC_588",311.555,45.417,84.901,1.412,0.094,7.86,11.25,1777,-2.305,0.043,-2.695,0.015,0.584,0.027,23,1,12,23," ",311.555,45.417
"LP_2253",307.515,45.921,83.604,3.974,0.121,7.71,10.97,1563,-1.194,0.061,-0.923,0.078,0.68,0.024,104,5,23,49," ",307.515,45.921
"UBC_376",307.511,46.161,83.797,4.122,0.046,7.48,12.06,2581,-2.45,0.086,-3.397,0.05,0.376,0.025,31,6,22,31," ",307.511,46.161
"UBC_148",309.732,46.464,84.971,3.084,0.114,7.69,11.92,2419,-2.104,0.052,-3.253,0.046,0.438,0.023,68,7,30,69," ",309.732,46.464
"UBC_146",309.368,46.467,84.807,3.267,0.086,7.64,12,2515,-4.044,0.047,-4.327,0.057,0.436,0.025,145,14,55,145," ",309.368,46.467
"Berkeley_90",308.819,46.843,84.883,3.794,0.055,6.71,12.4,3025,-2.898,0.087,-4.378,0.139,0.339,0.03,81,17,67,82,"Cl Berkeley 90",308.819,46.843
"UBC_147",308.317,47.147,84.896,4.262,0.115,7.54,11.64,2129,-3.387,0.158,-4.816,0.144,0.454,0.025,53,4,22,46," ",308.317,47.147
"UBC_582",299.833,38.551,74.325,4.616,0.07,7.8,10.05,1022,-3.038,0.041,-7.87,0.04,0.888,0.026,10,0,2,8," ",299.833,38.551
"Skiff_J1942+38.6",295.611,38.645,72.719,7.547,0.043,9.17,11.88,2378,-3.124,0.042,-5.92,0.051,0.383,0.017,55,1,20,49,"Name Skiff J1942+38.6",295.611,38.645
"ASCC_108",298.306,39.349,74.378,6.074,0.537,8.03,10.32,1160,-0.47,0.101,-1.731,0.104,0.839,0.039,187,0,18,73,"[KPR2005] 108",298.306,39.349
"IC_1311",302.697,41.177,77.705,4.18,0.039,8.96,13.95,6167,-3.324,0.069,-5.09,0.067,0.127,0.046,442,17,237,438,"IC 1311",302.697,41.177
"NGC_6866",300.983,44.158,79.562,6.837,0.104,8.81,10.74,1406,-1.349,0.071,-5.753,0.059,0.689,0.015,71,0,14,49,"NGC 6866",300.983,44.158
"NGC_6819",295.327,40.19,73.982,8.481,0.095,9.35,12.21,2765,-2.892,0.087,-3.864,0.099,0.375,0.032,1516,14,108,862,"NGC 6819",295.327,40.19
"RSG_5",303.482,45.574,81.719,6.098,0.867,7.54,7.58,328,3.617,0.26,1.54,0.21,2.961,0.069,159,2,13,25,"RSG 5",303.482,45.574
"Berkeley_89",306.114,46.048,83.144,4.841,0.042,9.32,12.73,3508,-1.988,0.066,-2.32,0.091,0.283,0.048,176,4,41,171,"Cl Berkeley 89",306.114,46.048
"UBC_143",299.689,45.553,80.292,8.352,0.142,8.67,10.47,1243,-3.137,0.072,-7.86,0.037,0.753,0.012,26,1,3,14," ",299.689,45.553
"FSR_0241",300.763,46.196,81.234,8.03,0.09,9.12,11.53,2020,-1.42,0.041,-3.582,0.035,0.456,0.02,45,0,9,38,"[FSR2007] 0241",300.763,46.196
"UBC_586",301.081,46.8,81.883,8.144,0.111,9.04,12.06,2578,-3.702,0.107,-4.925,0.057,0.359,0.022,34,1,14,33," ",301.081,46.8
"Stephenson_1",283.568,36.899,66.908,15.365,0.249,7.45,7.68,343,1.165,0.193,-3.025,0.173,2.803,0.043,82,2,7,14,"Cl Stephenson 1",283.568,36.899
"NGC_6811",294.34,46.378,79.207,11.999,0.19,9.03,10.33,1161,-3.35,0.091,-8.815,0.104,0.877,0.024,290,0,40,131,"NGC 6811",294.34,46.378
"UBC_1",287.87,56.801,87.496,19.816,0.665,7.84,7.57,326,-2.47,0.224,3.699,0.322,3.081,0.031,47,0,1,11," ",287.87,56.801
"Teutsch_22",315.428,44.114,85.684,-1.522,0.027,8.36,13.39,4765,-3.48,0.048,-4.865,0.06,0.213,0.036,83,16,68,83,"Teutsch 22",315.428,44.114
"UPK_131",315.517,45.391,86.698,-0.753,0.186,8.73,9.92,964,2.829,0.043,-1.123,0.055,1.011,0.031,42,0,6,17," ",315.517,45.391
"NGC_6997",314.128,44.64,85.473,-0.475,0.101,8.81,9.77,901,-4.279,0.12,-6.931,0.198,1.13,0.017,87,2,14,40,"NGC 6997",314.128,44.64
"Barkhatova_1",313.398,46.037,86.208,0.818,0.072,8.42,11.71,2195,-2.45,0.047,-4.479,0.062,0.489,0.02,47,4,13,35,"Name Cl Barkhatova 1",313.398,46.037
"Gulliver_30",313.673,45.996,86.299,0.646,0.083,8.18,11.78,2272,-2.527,0.048,-3.704,0.04,0.442,0.036,49,2,12,42,"Cl Gulliver 30",313.673,45.996
"UBC_377",314.906,45.861,86.758,-0.097,0.076,7.68,12.26,2830,-2.956,0.067,-2.875,0.044,0.341,0.025,23,5,13,23," ",314.906,45.861
"UBC_153",316.243,46.271,87.668,-0.515,0.075,8.52,12.65,3391,-5.065,0.028,-6.277,0.043,0.285,0.023,61,4,34,64," ",316.243,46.271
"FSR_0275",314.171,46.902,87.212,0.971,0.055,8.93,13.02,4014,-2.827,0.059,-4.858,0.07,0.233,0.033,85,1,54,87,"[FSR2007] 0275",314.171,46.902
"UBC_152",314.345,47.367,87.654,1.196,0.085,8.49,10.68,1367,-0.531,0.064,-1.832,0.088,0.728,0.026,21,0,9,18," ",314.345,47.367
"NGC_7039",317.663,45.597,87.847,-1.7,0.144,7.34,9.39,753,-0.26,0.122,-2.574,0.201,1.321,0.041,108,3,7,21,"NGC 7039",317.663,45.597
"Gulliver_33",318.159,46.345,88.629,-1.439,0.31,7.68,10.23,1113,0.323,0.077,-4.02,0.088,0.871,0.041,78,1,7,28,"Cl Gulliver 33",318.159,46.345
"UBC_154",317.093,46.334,88.124,-0.908,0.06,8.73,12.61,3323,-2.272,0.032,-3.77,0.047,0.269,0.02,59,5,36,56," ",317.093,46.334
"IC_1369",318.033,47.77,89.606,-0.398,0.043,8.46,12.59,3301,-4.609,0.059,-5.631,0.075,0.262,0.039,184,19,93,183,"IC 1369",318.033,47.77
"NGC_7067",321.058,48.012,91.199,-1.676,0.031,6.79,13.61,5269,-3.103,0.045,-3.328,0.056,0.166,0.026,58,25,58,60,"NGC 7067",321.058,48.012
"Teutsch_156",315.95,47.215,88.246,0.264,0.039,9.03,13.54,5113,-3.386,0.069,-3.846,0.069,0.158,0.067,107,9,106,107,"Teutsch 156",315.95,47.215
"UBC_380",317.71,47.705,89.409,-0.267,0.053,7.9,11.45,1949,-0.986,0.031,-1.789,0.048,0.452,0.025,18,0,10,17," ",317.71,47.705
"Berkeley_91",317.711,48.543,90.022,0.288,0.023,8.8,13.91,6057,-1.607,0.068,-3.185,0.045,0.163,0.038,32,13,31,31,"Cl Berkeley 91",317.711,48.543
"FSR_0282",315.572,48.096,88.734,1.039,0.048,8.54,13.08,4137,-3.673,0.091,-4.687,0.096,0.238,0.053,65,11,59,65,"[FSR2007] 0282",315.572,48.096
"UBC_381",316.25,48.726,89.498,1.127,0.054,8.52,11.68,2164,-0.394,0.025,-2.239,0.019,0.448,0.019,18,1,11,18," ",316.25,48.726
"UPK_143",319.134,49.942,91.723,0.56,0.43,8.41,9.8,912,1.086,0.078,-2.492,0.1,1.139,0.036,108,2,12,53," ",319.134,49.942
"UBC_155",318.413,50.134,91.481,1.06,0.127,8.68,11.01,1593,-2.905,0.061,-4.116,0.067,0.602,0.029,61,4,15,60," ",318.413,50.134
"UBC_149",312.253,46.47,86.042,1.704,0.16,7.54,11.91,2414,-0.891,0.062,-1.962,0.067,0.385,0.032,91,4,25,82," ",312.253,46.47
"UBC_151",311.961,47.432,86.639,2.493,0.17,8.26,11.13,1683,-2.311,0.062,-1.569,0.061,0.568,0.018,77,3,17,59," ",311.961,47.432
"NGC_6991",313.621,47.4,87.35,1.578,0.555,9.19,8.81,577,5.631,0.205,8.422,0.182,1.773,0.031,239,1,24,98,"NGC 6991",313.621,47.4
"UBC_590",313.824,47.579,87.576,1.585,0.028,7.07,12.9,3802,-3.11,0.043,-4.169,0.047,0.251,0.012,13,8,13,13," ",313.824,47.579
"UBC_379",313.264,48.538,88.074,2.493,0.075,7.26,12.05,2566,-2.536,0.073,-2.431,0.064,0.379,0.022,30,4,19,31," ",313.264,48.538
"UBC_378",311.56,48.828,87.567,3.563,0.136,8.43,10.85,1480,-2.637,0.07,-3.965,0.056,0.656,0.019,29,0,12,22," ",311.56,48.828
"FSR_0284",314.141,49.362,89.072,2.582,0.015,7.88,12.53,3203,-2.487,0.051,-3.598,0.101,0.308,0.045,17,2,13,17,"[FSR2007] 0284",314.141,49.362
"Gulliver_48",316.334,50.733,91.033,2.426,0.28,7.26,10.09,1042,-4.788,0.104,-6.734,0.113,1.069,0.035,96,4,21,59,"Cl Gulliver 48",316.334,50.733
"NGC_7031",316.809,50.87,91.336,2.295,0.118,8.19,10.8,1443,,,,,,,159,9,37,104,"NGC 7031",316.809,50.87
"Berkeley_53",313.975,51.06,90.3,3.762,0.089,8.99,12.67,3415,-3.827,0.12,-5.68,0.109,0.248,0.07,551,25,504,553,"Cl Berkeley 53",313.975,51.06
"UBC_156",321.715,49.114,92.289,-1.183,0.077,8.4,11.85,2343,-3.76,0.041,-4.414,0.045,0.439,0.019,47,0,16,42," ",321.715,49.114
"FSR_0296",320.976,49.925,92.5,-0.272,0.02,8.5,12.6,3315,-4.118,0.039,-5.16,0.045,0.288,0.033,37,6,27,37,"[FSR2007] 0296",320.976,49.925
"NGC_7086",322.624,51.593,94.407,0.21,0.12,8.29,11.12,1677,-1.657,0.121,-1.659,0.113,0.599,0.028,577,24,155,393,"NGC 7086",322.624,51.593
"Teutsch_144",320.438,50.595,92.726,0.446,0.106,8.94,12,2517,-1.871,0.041,-3.218,0.037,0.354,0.024,59,3,31,59,"Teutsch 144",320.438,50.595
"NGC_7058",320.448,50.822,92.891,0.603,0.109,7.61,7.73,350,7.411,0.149,2.786,0.261,2.725,0.027,26,0,3,7,"NGC 7058",320.448,50.822
"Berkeley_55",319.232,51.762,93.024,1.804,0.031,8.3,12.2,2754,-4.069,0.125,-4.667,0.102,0.314,0.067,103,24,97,106,"Cl Berkeley 55",319.232,51.762
"FSR_0306",322.129,51.69,94.25,0.491,0.08,8.71,12.14,2681,-2.146,0.06,-2.576,0.081,0.359,0.029,65,3,39,67,"[FSR2007] 0306",322.129,51.69
"Kronberger_81",321.547,53.534,95.271,2.067,0.045,,,,-2.503,0.087,-3.285,0.074,0.143,0.058,27,0,27,28,"Kronberger 81",321.547,53.534
"NGC_7128",325.991,53.715,97.344,0.428,0.03,7.42,13.12,4199,-4.063,0.095,-4.146,0.088,0.264,0.039,169,31,113,168,"NGC 7128",325.991,53.715
"UBC_162",327.751,52.982,97.69,-0.808,0.071,8.34,11.78,2268,-4.115,0.061,-4.542,0.045,0.442,0.027,51,2,19,47," ",327.751,52.982
"FSR_0336",327.711,55.243,99.089,0.962,0.111,7.68,12.13,2661,-3.036,0.071,-2.905,0.086,0.38,0.033,135,17,82,136,"[FSR2007] 0336",327.711,55.243
"Kronberger_84",323.884,53.517,96.275,1.106,0.019,8.46,13.03,4045,-2.981,0.124,-3.052,0.088,0.201,0.035,27,3,8,26,"Kronberger 84",323.884,53.517
"UBC_158",323.818,53.655,96.335,1.226,0.066,8.18,11.68,2169,-2.538,0.07,-2.848,0.079,0.455,0.023,39,5,16,32," ",323.818,53.655
"ASCC_114",324.99,53.997,97.082,1.028,0.216,7.68,9.79,908,-3.718,0.095,-3.461,0.118,1.067,0.022,131,3,16,53,"[KPR2005] 114",324.99,53.997
"UPK_150",319.474,54.516,95.084,3.637,0.583,7.41,10.07,1031,-4.244,0.158,-4.026,0.162,1.004,0.024,67,2,9,40," ",319.474,54.516
"Teutsch_74",326.422,58.097,100.368,3.61,0.04,9.13,13.59,5221,-3.236,0.087,-3.154,0.07,0.206,0.041,78,7,54,79,"Teutsch 74",326.422,58.097
"IC_1396",324.745,57.514,99.309,3.755,0.297,7.08,9.79,905,-2.414,0.326,-4.659,0.272,1.078,0.05,389,17,42,75,"IC 1396",324.745,57.514
"Berkeley_92",321.206,57.528,97.926,5.063,0.022,9.44,14.31,7282,-2.495,0.053,-2.342,0.042,0.11,0.053,34,7,33,35,"Cl Berkeley 92",321.206,57.528
"FSR_0278",307.761,51.021,87.859,6.82,0.085,9.34,11.16,1708,-4.586,0.048,-9.75,0.038,0.568,0.024,58,2,8,42,"[FSR2007] 0278",307.761,51.021
"Alessi_Teutsch_11",304.127,52.051,87.435,9.268,0.257,8.16,9.01,634,-0.132,0.112,-1.3,0.108,1.538,0.028,108,3,13,38,"Name Alessi Teutsch 11",304.127,52.051
"UPK_137",306.015,54.152,89.85,9.486,0.295,7.71,9.54,809,-2.286,0.052,-6.083,0.062,1.172,0.015,24,0,5,11," ",306.015,54.152
"LP_2000",319.099,57.463,97.08,5.822,0.18,8.34,10.59,1312,-3.106,0.067,-4.498,0.079,0.715,0.022,133,1,14,68," ",319.099,57.463
"UBC_385",317.94,60.092,98.589,8.033,0.102,7.29,9.71,876,-2.529,0.05,-3.5,0.073,1.176,0.021,26,2,9,19," ",317.94,60.092
"UBC_386",319.784,61.952,100.554,8.723,0.113,6.81,10.41,1206,-3.443,0.092,-3.513,0.155,0.813,0.022,28,3,9,16," ",319.784,61.952
"UPK_155",311.731,60.867,97.169,10.881,0.499,8.33,9.62,838,-2.21,0.063,-3.916,0.172,1.1,0.033,41,2,7,14," ",311.731,60.867
"NGC_6939",307.917,60.653,95.907,12.282,0.123,9.23,11.3,1815,-1.817,0.091,-5.464,0.091,0.525,0.025,623,10,74,363,"NGC 6939",307.917,60.653
"FSR_0344",330.44,54.815,100.059,-0.339,0.034,9.54,13.22,4400,-1.729,0.031,-1.611,0.05,0.202,0.042,9,3,9,9,"[FSR2007] 0344",330.44,54.815
"UBC_163",330.873,55.643,100.774,0.189,0.096,8.79,10.92,1527,-1.988,0.067,-3.244,0.049,0.632,0.025,33,1,8,27," ",330.873,55.643
"NGC_7235",333.083,57.271,102.692,0.79,0.07,6.97,12.98,3951,-3.792,0.069,-3.089,0.076,0.269,0.031,166,46,128,171,"NGC 7235",333.083,57.271
"UBC_168",332.43,57.549,102.564,1.207,0.153,7.86,9.84,928,1.773,0.056,1.553,0.066,1.081,0.024,25,4,11,20," ",332.43,57.549
"Teutsch_125",333.316,58.939,103.742,2.092,0.065,6.94,11.62,2112,-3.851,0.109,-2.862,0.138,0.474,0.032,22,3,9,22,"Teutsch 125",333.316,58.939
"NGC_7281",336.259,57.869,104.443,0.352,0.138,7.55,11.76,2250,-2.074,0.043,-1.3,0.046,0.429,0.016,39,4,22,38,"NGC 7281",336.259,57.869
"NGC_7261",335.056,58.128,104.045,0.912,0.051,7.05,12.7,3462,-3.877,0.042,-2.965,0.064,0.282,0.037,74,15,66,76,"NGC 7261",335.056,58.128
"Berkeley_95",337.082,59.129,105.471,1.197,0.041,7.08,12.96,3907,-3.349,0.07,-2.367,0.037,0.263,0.023,30,10,30,31,"Cl Berkeley 95",337.082,59.129
"Czernik_42",339.896,59.908,107.097,1.153,0.027,7.85,13.23,4422,-3.41,0.073,-2.559,0.099,0.194,0.054,43,5,43,43,"Cl Czernik 42",339.896,59.908
"UPK_178",334.479,60.071,104.863,2.708,0.078,8.31,9.92,962,-4.296,0.07,-3.422,0.062,1.046,0.024,31,2,4,14," ",334.479,60.071
"UBC_387",326.098,58.756,100.674,4.226,0.094,8.63,10.91,1519,-2.227,0.039,-4.838,0.06,0.612,0.02,29,1,9,26," ",326.098,58.756
"Alessi_Teutsch_5",332.218,61.103,104.536,4.179,0.427,7.27,9.79,907,-2,0.478,-3.252,0.19,1.117,0.044,125,4,18,39,"Name Alessi-Teutsch 5",332.218,61.103
"UPK_169",326.718,59.915,101.6,4.776,0.365,7.14,9.78,904,-1.997,0.083,-2.478,0.116,1.17,0.03,49,6,15,32," ",326.718,59.915
"UBC_10b",327.047,61.032,102.507,5.653,0.474,7.75,10.01,1006,-3.424,0.08,-1.942,0.11,1.023,0.026,40,0,6,29," ",327.047,61.032
"NGC_7160",328.448,62.589,104.014,6.437,0.075,7.16,9.78,903,-3.466,0.148,-1.379,0.106,1.085,0.051,44,6,15,22,"NGC 7160",328.448,62.589
"Pismis_Moreno_1",334.695,63.251,106.713,5.293,0.075,6.95,9.96,981,-2.417,0.21,-2.329,0.27,1.08,0.039,62,8,16,23,"Name Cl Pismis-Moreno 1",334.695,63.251
"FSR_0398",339.135,64.153,108.869,5.029,0.084,7.26,9.81,917,-3.157,0.101,-1.165,0.088,1.059,0.039,55,1,9,32,"[FSR2007] 0398",339.135,64.153
"UBC_392",336.125,64.926,108.154,6.355,0.073,7.85,9.92,965,-0.648,0.1,-3.376,0.087,1.057,0.017,33,2,6,15," ",336.125,64.926
"UPK_194",336.446,65.004,108.291,6.35,0.289,8.18,10.01,1003,-0.641,0.127,-3.265,0.262,1.063,0.026,114,5,22,46," ",336.446,65.004
"UPK_201",344.732,61.648,110.01,1.645,0.143,7.2,9.82,919,-3.989,0.049,-3.399,0.107,1.09,0.05,30,5,7,14," ",344.732,61.648
"UBC_178",346.201,63.36,111.303,2.92,0.16,7.01,9.88,947,,,,,,,57,5,21,36," ",346.201,63.36
"FSR_0430",348.835,64.162,112.695,3.217,0.061,7.91,12.1,2636,-1.859,0.054,-0.781,0.045,0.35,0.042,31,0,6,29,"[FSR2007] 0430",348.835,64.162
"ASCC_127",347.205,64.974,112.349,4.232,0.627,7.26,7.88,376,7.474,0.191,-1.801,0.188,2.645,0.054,115,0,5,18,"[KPR2005] 127",347.205,64.974
"UPK_219",351.854,65.31,114.325,3.861,0.273,8.17,9.71,873,-1.762,0.056,-2.549,0.107,1.216,0.025,27,2,9,14," ",351.854,65.31
"FSR_0465",357.75,66.186,116.875,4.027,0.037,9.77,14.19,6873,-2.538,0.114,-0.194,0.092,0.204,0.078,22,0,18,22,"[FSR2007] 0465",357.75,66.186
"UPK_220",350.955,66.505,114.361,5.118,0.202,8.04,9.98,990,-2.402,0.083,-2.646,0.116,1.033,0.035,192,12,44,108," ",350.955,66.505
"NGC_7762",357.472,68.035,117.206,5.85,0.17,9.31,9.77,897,1.476,0.13,3.975,0.158,1.032,0.022,414,4,27,202,"NGC 7762",357.472,68.035
"King_11",356.912,68.636,117.151,6.484,0.062,9.65,12.46,3097,-3.381,0.075,-0.678,0.08,0.3,0.049,254,13,78,256,"Cl King 11",356.912,68.636
"UBC_177",339.659,67.044,110.485,7.447,0.143,7.44,10.3,1149,-1.94,0.08,-1.056,0.071,0.855,0.013,42,2,9,28," ",339.659,67.044
"UBC_10a",324.652,62.206,102.416,7.285,0.512,7.15,9.71,873,-2.086,0.081,-3.097,0.152,1.095,0.015,43,3,5,26," ",324.652,62.206
"UBC_167",324.786,62.332,102.559,7.355,0.123,7.34,9.85,931,-2.064,0.056,-3.108,0.072,1.086,0.015,38,3,6,29," ",324.786,62.332
"NGC_7142",326.29,65.782,105.352,9.489,0.102,9.49,11.91,2406,-2.675,0.076,-1.346,0.07,0.409,0.035,373,8,35,273,"NGC 7142",326.29,65.782
"NGC_7129",325.74,66.114,105.403,9.887,0.042,7.33,9.72,878,-1.848,0.223,-3.443,0.269,1.132,0.039,36,1,5,7,"NGC 7129",325.74,66.114
"UBC_396",337.301,66.526,109.422,7.446,0.124,8.27,10.05,1021,-2.232,0.085,-2.88,0.071,0.965,0.022,19,3,7,17," ",337.301,66.526
"Berkeley_99",350.26,71.778,115.92,10.148,0.05,9.53,13.54,5105,-3.098,0.078,-0.417,0.047,0.162,0.044,88,2,24,88,"Cl Berkeley 99",350.26,71.778
"UPK_230",353.465,71.788,116.901,9.758,0.38,7.86,8.74,558,4.895,0.089,-0.874,0.124,1.865,0.049,26,2,2,7," ",353.465,71.788
"Blanco_1",0.853,-29.958,15.09,-79.086,0.699,8.02,6.9,240,,,,,,,368,1,8,25,"Cl Blanco 1",0.853,-29.958
"NGC_2243",97.395,-31.282,239.478,-18.011,0.046,9.64,12.85,3719,-1.264,0.061,5.493,0.069,0.221,0.042,495,2,20,246,"NGC 2243",97.395,-31.282
"vdBergh_83",100.025,-27.189,236.448,-14.329,0.151,7.49,9.76,897,-2.85,0.099,3.299,0.139,1.082,0.033,47,1,6,13,"Cl VDB 83",100.025,-27.189
"Berkeley_75",102.252,-23.999,234.308,-11.191,0.032,9.23,14.6,8304,-0.232,0.03,1.148,0.037,0.12,0.048,36,1,15,39,"Cl Berkeley 75",102.252,-23.999
"UBC_451",100.71,-23.7,233.421,-12.353,0.085,7.79,11.37,1882,-1.123,0.03,0.011,0.055,0.546,0.01,14,0,3,11," ",100.71,-23.7
"NGC_2287",101.499,-20.716,230.98,-10.432,0.332,8.23,9.19,688,-4.365,0.158,-1.36,0.151,1.359,0.036,610,13,66,185,"NGC 2287",101.499,-20.716
"UBC_225",106.635,-23.534,235.644,-7.37,0.072,8.83,12.21,2767,-2.455,0.028,4.426,0.045,0.346,0.025,30,1,14,24," ",106.635,-23.534
"Tombaugh_2",105.773,-20.82,232.836,-6.88,0.028,9.21,14.85,9316,-0.525,0.077,1.396,0.081,0.106,0.062,218,19,144,218,"Cl Tombaugh 2",105.773,-20.82
"Ruprecht_10",106.626,-20.125,232.571,-5.854,0.047,8.46,11.71,2198,-0.861,0.018,0.57,0.047,0.443,0.023,25,1,4,20,"Cl Ruprecht 10",106.626,-20.125
"UBC_457",109.85,-21.407,235.114,-3.763,0.046,7.74,12.12,2653,-1.896,0.061,2.501,0.06,0.343,0.041,35,1,9,32," ",109.85,-21.407
"UBC_456",110.217,-20.78,234.704,-3.162,0.06,8.03,12.63,3355,-0.871,0.044,1.163,0.065,0.286,0.027,25,1,10,26," ",110.217,-20.78
"UBC_222",109.924,-20.841,234.64,-3.445,0.073,8.63,11.72,2207,-2.666,0.048,2.862,0.04,0.465,0.024,30,1,11,28," ",109.924,-20.841
"UBC_454",109.278,-20.661,234.189,-3.89,0.058,8.4,12.58,3278,-0.551,0.027,1.154,0.035,0.276,0.028,44,0,7,44," ",109.278,-20.661
"UBC_453",109.524,-20.295,233.97,-3.5,0.057,8.04,13.27,4501,-0.842,0.036,1.686,0.043,0.216,0.027,41,2,26,42," ",109.524,-20.295
"FSR_1260",112.088,-19.679,234.563,-1.098,0.049,8.15,12.38,2989,-3.187,0.054,3.449,0.09,0.34,0.044,39,3,15,37,"[FSR2007] 1260",112.088,-19.679
"Ruprecht_16",110.798,-19.48,233.811,-2.074,0.071,8.43,12.43,3066,-2.131,0.048,2.513,0.049,0.317,0.036,50,1,18,46,"Cl Ruprecht 16",110.798,-19.48
"UBC_450",110.103,-19.353,233.361,-2.607,0.124,7.84,12.41,3040,-1.833,0.079,1.398,0.078,0.323,0.026,38,2,14,38," ",110.103,-19.353
"UBC_452",111.185,-19.225,233.767,-1.644,0.103,9,12.65,3389,-1.312,0.027,0.66,0.048,0.27,0.027,24,1,12,24," ",111.185,-19.225
"FSR_1252",110.659,-18.703,233.063,-1.823,0.045,8.93,12.41,3035,-1.78,0.038,3.022,0.049,0.277,0.036,69,2,27,67,"[FSR2007] 1252",110.659,-18.703
"UPK_470",108.394,-19.495,232.71,-4.079,0.577,7.62,9.92,965,-4.802,0.191,4.26,0.093,0.981,0.061,111,3,14,39," ",108.394,-19.495
"UBC_634",109.928,-18.975,232.976,-2.565,0.043,8.25,12.35,2952,-1.706,0.038,1.449,0.031,0.321,0.038,16,0,3,15," ",109.928,-18.975
"Tombaugh_1",105.126,-20.569,232.339,-7.311,0.051,9.1,12.04,2554,-2.56,0.067,3.841,0.07,0.383,0.035,175,3,38,137,"Cl Tombaugh 1",105.126,-20.569
"Auner_1",106.06,-19.748,231.992,-6.16,0.026,9.49,14.77,8984,-0.308,0.053,0.988,0.064,0.106,0.067,41,3,33,41,"Cl Auner 1",106.06,-19.748
"DBSB_3",107.579,-18.434,231.468,-4.285,0.033,6.58,12.55,3238,-1.874,0.081,2.661,0.095,0.254,0.027,43,9,23,38,"[DBS2003] 3",107.579,-18.434
"NGC_2358",109.261,-17.143,231.061,-2.269,0.21,8.82,9.79,908,-1.339,0.074,0.576,0.059,1.069,0.039,81,3,10,33,"NGC 2358",109.261,-17.143
"Haffner_23",107.389,-16.866,229.987,-3.729,0.117,8.5,11.55,2042,-0.505,0.037,-0.041,0.045,0.451,0.021,49,2,26,46,"Cl Haffner 23",107.389,-16.866
"Haffner_4",106.512,-15.002,227.939,-3.627,0.024,8.66,13.52,5051,-0.404,0.035,0.959,0.047,0.198,0.051,55,4,25,57,"Cl Haffner 4",106.512,-15.002
